Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism
Q9Z2H6	reviewed	CLC4D_MOUSE	C-type lectin domain family 4 member D (C-type lectin superfamily member 8) (Dendritic cell-associated C-type lectin 3) (DC-associated C-type lectin 3) (Dectin-3) (Macrophage-restricted C-type lectin) (CD antigen CD368)	Clec4d Clecsf8 Mcl	Mus musculus (Mouse)
Q9Z2J0	reviewed	S23A1_MOUSE	Solute carrier family 23 member 1 (Na(+)/L-ascorbic acid transporter 1) (Sodium-dependent vitamin C transporter 1) (Yolk sac permease-like molecule 3)	Slc23a1 Svct1 Yspl3	Mus musculus (Mouse)
Q9Z2J6	reviewed	PD2R2_MOUSE	Prostaglandin D2 receptor 2 (Chemoattractant receptor-homologous molecule expressed on Th2 cells) (G-protein coupled receptor 44) (CD antigen CD294)	Ptgdr2 Crth2 Gpr44	Mus musculus (Mouse)
Q9Z2L6	reviewed	MINP1_MOUSE	Multiple inositol polyphosphate phosphatase 1 (EC 3.1.3.62) (2,3-bisphosphoglycerate 3-phosphatase) (2,3-BPG phosphatase) (EC 3.1.3.80)	Minpp1 Mipp MNCb-1572	Mus musculus (Mouse)
Q9Z2P8	reviewed	VAMP5_MOUSE	Vesicle-associated membrane protein 5 (VAMP-5) (Myobrevin)	Vamp5	Mus musculus (Mouse)
Q9Z2W8	reviewed	GRIA4_MOUSE	Glutamate receptor 4 (GluR-4) (GluR4) (AMPA-selective glutamate receptor 4) (GluR-D) (Glutamate receptor ionotropic, AMPA 4) (GluA4)	Gria4 Glur4	Mus musculus (Mouse)
Q9Z2W9	reviewed	GRIA3_MOUSE	Glutamate receptor 3 (GluR-3) (AMPA-selective glutamate receptor 3) (GluR-C) (GluR-K3) (Glutamate receptor ionotropic, AMPA 3) (GluA3)	Gria3 Glur3 Kiaa4184	Mus musculus (Mouse)
Q9Z306	reviewed	S22A4_MOUSE	Solute carrier family 22 member 4 (Organic cation/carnitine transporter 1) (Octn1)	Slc22a4 Octn1	Mus musculus (Mouse)
Q9Z309	reviewed	CIB2_MOUSE	Calcium and integrin-binding family member 2 (Kinase-interacting protein 2) (KIP 2)	Cib2 Kip2	Mus musculus (Mouse)
Q9Z319	reviewed	CORIN_MOUSE	Atrial natriuretic peptide-converting enzyme (EC 3.4.21.-) (Corin) (Low density lipoprotein receptor-related protein 4) (Pro-ANP-converting enzyme) [Cleaved into: Atrial natriuretic peptide-converting enzyme, N-terminal propeptide; Atrial natriuretic peptide-converting enzyme, activated protease fragment; Atrial natriuretic peptide-converting enzyme, 180 kDa soluble fragment]	Corin Crn Lrp4	Mus musculus (Mouse)
Q9Z351	reviewed	KCNQ2_MOUSE	Potassium voltage-gated channel subfamily KQT member 2 (KQT-like 2) (Potassium channel subunit alpha KvLQT2) (Voltage-gated potassium channel subunit Kv7.2)	Kcnq2 Kqt2	Mus musculus (Mouse)
S4R2P9	reviewed	NAC3_MOUSE	Sodium/calcium exchanger 3 (Na(+)/Ca(2+)-exchange protein 3) (Solute carrier family 8 member 3)	Slc8a3 Ncx3	Mus musculus (Mouse)
T1NXB5	reviewed	VSTM4_MOUSE	V-set and transmembrane domain-containing protein 4 [Cleaved into: Peptide Lv]	Vstm4	Mus musculus (Mouse)
A0A286YD83	reviewed	SIM43_MOUSE	Small integral membrane protein 43 (Nodal enhanced mesendoderm micropeptide) (NEMEP)	Smim43 Gm11549	Mus musculus (Mouse)
A0A2R8VHF7	reviewed	TM249_MOUSE	Cation channel sperm-associated auxiliary subunit TMEM249 (Transmembrane protein 249)	Tmem249	Mus musculus (Mouse)
A1A535	reviewed	MELT_MOUSE	Ventricular zone-expressed PH domain-containing protein 1 (Protein melted homolog)	Veph1 Veph	Mus musculus (Mouse)
A1YIY0	reviewed	FCRL6_MOUSE	Fc receptor-like protein 6 (FcR-like protein 6) (FcRL6)	Fcrl6	Mus musculus (Mouse)
A2AFS3	reviewed	ELAP1_MOUSE	Endosome/lysosome-associated apoptosis and autophagy regulator 1	Elapor1 Kiaa1324	Mus musculus (Mouse)
A2AGA4	reviewed	RHBL2_MOUSE	Rhomboid-related protein 2 (RRP2) (EC 3.4.21.105) [Cleaved into: Rhomboid-related protein 2, N-terminal fragment (NTF); Rhomboid-related protein 2, C-terminal fragment (CTF)]	Rhbdl2	Mus musculus (Mouse)
A2ALI5	reviewed	AJAP1_MOUSE	Adherens junction-associated protein 1	Ajap1 Gm573	Mus musculus (Mouse)
A2ALK8	reviewed	PTN3_MOUSE	Tyrosine-protein phosphatase non-receptor type 3 (EC 3.1.3.48)	Ptpn3	Mus musculus (Mouse)
A2AR50	reviewed	RGPS1_MOUSE	Ras-specific guanine nucleotide-releasing factor RalGPS1 (Ral GEF with PH domain and SH3-binding motif 1) (Ral guanine nucleotide exchange factor 2) (RalGEF 2) (RalA exchange factor RalGPS1)	Ralgps1 Kiaa0351 Ralgef2 Ralgps1a	Mus musculus (Mouse)
B1AVD1	reviewed	XPP2_MOUSE	Xaa-Pro aminopeptidase 2 (EC 3.4.11.9) (Membrane-bound aminopeptidase P) (Membrane-bound APP) (mAPP) (X-prolyl aminopeptidase 2)	Xpnpep2	Mus musculus (Mouse)
B1AWJ5	reviewed	TMM8B_MOUSE	Transmembrane protein 8B (Protein NGX6)	Tmem8b	Mus musculus (Mouse)
B1AXV0	reviewed	FRS1L_MOUSE	DOMON domain-containing protein FRRS1L (Ferric-chelate reductase 1-like protein)	Frrs1l	Mus musculus (Mouse)
B1B212	reviewed	H60B_MOUSE	Histocompatibility antigen 60b	H60b	Mus musculus (Mouse)
B1B213	reviewed	H60C_MOUSE	Histocompatibility antigen 60c	H60c	Mus musculus (Mouse)
B2RVW2	reviewed	CLRN2_MOUSE	Clarin-2	Clrn2	Mus musculus (Mouse)
D3Z338	reviewed	TM262_MOUSE	Cation channel sperm-associated auxiliary subunit TMEM262 (Cation channel sperm-associated auxiliary subunit eta) (Transmembrane protein 262)	Tmem262 Catsperh	Mus musculus (Mouse)
D3Z6Q9	reviewed	BIN2_MOUSE	Bridging integrator 2	Bin2	Mus musculus (Mouse)
D3Z7H4	reviewed	GSG1L_MOUSE	Germ cell-specific gene 1-like protein (GSG1-like protein)	Gsg1l	Mus musculus (Mouse)
E9Q6I0	reviewed	V2116_MOUSE	Vomeronasal type-2 receptor 116 (Vomeronasal type-2 receptor P5)	Vmn2r116 V2rp5	Mus musculus (Mouse)
E9Q7P9	reviewed	CDHR2_MOUSE	Cadherin-related family member 2	Cdhr2	Mus musculus (Mouse)
E9Q9R3	reviewed	FIMP_MOUSE	Fertilization-influencing membrane protein	Fimp	Mus musculus (Mouse)
G3UVW3	reviewed	S38A6_MOUSE	Solute carrier family 38 member 6 (Amino acid transporter SLC38A6)	Slc38a6 Snat6	Mus musculus (Mouse)
O08542	reviewed	EFNA4_MOUSE	Ephrin-A4 (EPH-related receptor tyrosine kinase ligand 4) (LERK-4)	Efna4 Epl4 Eplg4 Lerk4	Mus musculus (Mouse)
O08989	reviewed	RASM_MOUSE	Ras-related protein M-Ras (EC 3.6.5.2) (Muscle and microspikes Ras) (Ras-related protein R-Ras3) (X-Ras)	Mras Xras	Mus musculus (Mouse)
O35308	reviewed	MOT3_MOUSE	Monocarboxylate transporter 3 (MCT 3) (Proton-coupled monocarboxylate transporter 3) (Solute carrier family 16 member 8)	Slc16a8 Mct3	Mus musculus (Mouse)
O55040	reviewed	NMUR1_MOUSE	Neuromedin-U receptor 1 (NMU-R1) (G-protein coupled receptor 66) (G-protein coupled receptor FM-3)	Nmur1 Gpr66	Mus musculus (Mouse)
O70410	reviewed	V2R1_MOUSE	Vomeronasal type-2 receptor 1 (Putative pheromone receptor V2R1) (V2Rx)	Vmn2r1	Mus musculus (Mouse)
O70570	reviewed	PIGR_MOUSE	Polymeric immunoglobulin receptor (PIgR) (Poly-Ig receptor) [Cleaved into: Secretory component]	Pigr	Mus musculus (Mouse)
O88338	reviewed	CAD16_MOUSE	Cadherin-16 (Kidney-specific cadherin) (Ksp-cadherin)	Cdh16	Mus musculus (Mouse)
O88492	reviewed	PLIN4_MOUSE	Perilipin-4 (Adipocyte protein S3-12)	Plin4 Kiaa1881	Mus musculus (Mouse)
O88853	reviewed	GALR3_MOUSE	Galanin receptor type 3 (GAL3-R) (GALR-3)	Galr3 Galnr3	Mus musculus (Mouse)
O88854	reviewed	GALR2_MOUSE	Galanin receptor type 2 (GAL2-R) (GALR-2)	Galr2 Galnr2	Mus musculus (Mouse)
O88855	reviewed	LT4R1_MOUSE	Leukotriene B4 receptor 1 (LTB4-R 1) (LTB4-R1)	Ltb4r Bltr Ltb4r1	Mus musculus (Mouse)
O88870	reviewed	BEST1_MOUSE	Bestrophin-1 (Vitelliform macular dystrophy protein 2 homolog)	Best1 Bmd1 Vmd2	Mus musculus (Mouse)
P0C5J4	reviewed	GPR52_MOUSE	G-protein coupled receptor 52	Gpr52	Mus musculus (Mouse)
P0C673	reviewed	IGS11_MOUSE	Immunoglobulin superfamily member 11 (IgSF11) (Brain and testis-specific immunoglobulin superfamily protein) (Bt-IGSF)	Igsf11	Mus musculus (Mouse)
P0DM40	reviewed	FR1L5_MOUSE	Fer-1-like protein 5	Fer1l5	Mus musculus (Mouse)
P19467	reviewed	MUC13_MOUSE	Mucin-13 (MUC-13) (Cell surface antigen 114/A10) (Lymphocyte antigen 64)	Muc13 Ly64	Mus musculus (Mouse)
P28235	reviewed	CXA4_MOUSE	Gap junction alpha-4 protein (Connexin-37) (Cx37)	Gja4 Cxn-37	Mus musculus (Mouse)
P30415	reviewed	NKTR_MOUSE	NK-tumor recognition protein (NK-TR protein) (Natural-killer cells cyclophilin-related protein) (Peptidyl-prolyl cis-trans isomerase NKTR) (PPIase) (EC 5.2.1.8)	Nktr	Mus musculus (Mouse)
P30966	reviewed	5HT5A_MOUSE	5-hydroxytryptamine receptor 5A (5-HT-5) (5-HT-5A) (5-HT5A) (Serotonin receptor 5A)	Htr5a 5ht5a	Mus musculus (Mouse)
P31387	reviewed	5HT5B_MOUSE	5-hydroxytryptamine receptor 5B (5-HT-5B) (5-HT5B) (Serotonin receptor 5B)	Htr5b 5ht5b	Mus musculus (Mouse)
P34984	reviewed	OR2A7_MOUSE	Olfactory receptor 2A7 (Odorant receptor K7) (Olfactory receptor 13) (Olfactory receptor 261-6)	Or2a7 Mor261-6 Olfr13	Mus musculus (Mouse)
P35375	reviewed	PE2R1_MOUSE	Prostaglandin E2 receptor EP1 subtype (PGE receptor EP1 subtype) (PGE2 receptor EP1 subtype) (Prostanoid EP1 receptor)	Ptger1 Ptgerep1	Mus musculus (Mouse)
P35412	reviewed	GPR12_MOUSE	G-protein coupled receptor 12 (GPCR01)	Gpr12 Gpcr12	Mus musculus (Mouse)
P35459	reviewed	LY6D_MOUSE	Lymphocyte antigen 6D (Ly-6D) (Thymocyte B-cell antigen) (ThB)	Ly6d Ly61 Thb	Mus musculus (Mouse)
P40237	reviewed	CD82_MOUSE	CD82 antigen (C33 antigen) (IA4) (Inducible membrane protein R2) (Metastasis suppressor Kangai-1 homolog) (CD antigen CD82)	Cd82 Kai1	Mus musculus (Mouse)
P41588	reviewed	VIPR2_MOUSE	Vasoactive intestinal polypeptide receptor 2 (VIP-R-2) (Pituitary adenylate cyclase-activating polypeptide type III receptor) (PACAP type III receptor) (PACAP-R-3) (PACAP-R3)	Vipr2	Mus musculus (Mouse)
P43117	reviewed	PF2R_MOUSE	Prostaglandin F2-alpha receptor (PGF receptor) (PGF2-alpha receptor) (Prostanoid FP receptor)	Ptgfr	Mus musculus (Mouse)
P49660	reviewed	SSR4_MOUSE	Somatostatin receptor type 4 (SS-4-R) (SS4-R) (SS4R)	Sstr4 Smstr4	Mus musculus (Mouse)
P55849	reviewed	DSC1_MOUSE	Desmocollin-1	Dsc1	Mus musculus (Mouse)
P56479	reviewed	GALR1_MOUSE	Galanin receptor type 1 (GAL1-R) (GALR-1)	Galr1 Galnr Galnr1	Mus musculus (Mouse)
P56484	reviewed	CCR8_MOUSE	C-C chemokine receptor type 8 (C-C CKR-8) (CC-CKR-8) (CCR-8) (CD antigen CDw198)	Ccr8 Cmkbr8 Ter1	Mus musculus (Mouse)
P58069	reviewed	RASA2_MOUSE	Ras GTPase-activating protein 2 (GAP1m)	Rasa2	Mus musculus (Mouse)
P58307	reviewed	OX1R_MOUSE	Orexin/Hypocretin receptor type 1 (Hypocretin receptor type 1) (Orexin receptor type 1) (Ox-1-R) (Ox1-R) (Ox1R)	Hcrtr1	Mus musculus (Mouse)
P58659	reviewed	EVA1C_MOUSE	Protein eva-1 homolog C (Protein FAM176C)	Eva1c Fam176c	Mus musculus (Mouse)
P59053	reviewed	KCNG3_MOUSE	Potassium voltage-gated channel subfamily G member 3 (Voltage-gated potassium channel subunit Kv10.1) (Voltage-gated potassium channel subunit Kv6.3)	Kcng3	Mus musculus (Mouse)
P59862	reviewed	CAD26_MOUSE	Cadherin-like protein 26	Cdh26 Gm1010	Mus musculus (Mouse)
P61213	reviewed	ARL4A_MOUSE	ADP-ribosylation factor-like protein 4A	Arl4a Arl4	Mus musculus (Mouse)
P62080	reviewed	TSN5_MOUSE	Tetraspanin-5 (Tspan-5) (Tetraspan NET-4) (Transmembrane 4 superfamily member 9)	Tspan5 Tm4sf9	Mus musculus (Mouse)
P62956	reviewed	CCG7_MOUSE	Voltage-dependent calcium channel gamma-7 subunit (Neuronal voltage-gated calcium channel gamma-7 subunit) (Transmembrane AMPAR regulatory protein gamma-7) (TARP gamma-7)	Cacng7	Mus musculus (Mouse)
P63078	reviewed	GBG8_MOUSE	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-8 (Gamma-9)	Gng8 Gng9 Gngt9	Mus musculus (Mouse)
P63213	reviewed	GBG2_MOUSE	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2 (G gamma-I)	Gng2	Mus musculus (Mouse)
P63216	reviewed	GBG3_MOUSE	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-3	Gng3 Gngt3	Mus musculus (Mouse)
P69525	reviewed	TMPS9_MOUSE	Transmembrane protease serine 9 (EC 3.4.21.-) (Polyserase-I) (Polyserine protease 1) (Polyserase-1) [Cleaved into: Serase-1; Serase-2; Serase-3]	Tmprss9	Mus musculus (Mouse)
P70426	reviewed	RIT1_MOUSE	GTP-binding protein Rit1 (EC 3.6.5.2) (Ras-like protein expressed in many tissues) (Ras-like without CAAX protein 1)	Rit1 Rit	Mus musculus (Mouse)
P83861	reviewed	QRFPR_MOUSE	Pyroglutamylated RF-amide peptide receptor (AQ27) (G-protein coupled receptor 103) (Orexigenic neuropeptide QRFP receptor) (SP9155)	Qrfpr Gpr103	Mus musculus (Mouse)
P86176	reviewed	TIGIT_MOUSE	T-cell immunoreceptor with Ig and ITIM domains (V-set and transmembrane domain-containing protein 3)	Tigit Vstm3	Mus musculus (Mouse)
P97751	reviewed	VIPR1_MOUSE	Vasoactive intestinal polypeptide receptor 1 (VIP-R-1) (Pituitary adenylate cyclase-activating polypeptide type II receptor) (PACAP type II receptor) (PACAP-R-2) (PACAP-R2) (VPAC1)	Vipr1	Mus musculus (Mouse)
Q01776	reviewed	GNRHR_MOUSE	Gonadotropin-releasing hormone receptor (GnRH receptor) (GnRH-R)	Gnrhr	Mus musculus (Mouse)
Q02284	reviewed	5HT1F_MOUSE	5-hydroxytryptamine receptor 1F (5-HT-1F) (5-HT1F) (5-HT-1E-beta) (Serotonin receptor 1F)	Htr1f 5ht1f Htr1eb	Mus musculus (Mouse)
Q02739	reviewed	CXB5_MOUSE	Gap junction beta-5 protein (Connexin-31.1) (Cx31.1)	Gjb5 Cxn-31.1	Mus musculus (Mouse)
Q05685	reviewed	FOLR2_MOUSE	Folate receptor beta (FR-beta) (Folate receptor 2) (Folate-binding protein 2)	Folr2 Fbp2 Folbp2	Mus musculus (Mouse)
Q07409	reviewed	CNTN3_MOUSE	Contactin-3 (Brain-derived immunoglobulin superfamily protein 1) (BIG-1) (Plasmacytoma-associated neuronal glycoprotein)	Cntn3 Pang Pcs	Mus musculus (Mouse)
Q0EEE2	reviewed	PTHD3_MOUSE	Patched domain-containing protein 3 (RND-type protein RNDEu-3)	Ptchd3	Mus musculus (Mouse)
Q0GA42	reviewed	CNNM1_MOUSE	Metal transporter CNNM1 (Ancient conserved domain-containing protein 1) (mACDP1) (Cyclin-M1) (Cyclin-like protein 1) (CLP-1)	Cnnm1 Acdp1	Mus musculus (Mouse)
Q0KK59	reviewed	UNC79_MOUSE	Protein unc-79 homolog	Unc79 Kiaa1409	Mus musculus (Mouse)
Q14C59	reviewed	TM11B_MOUSE	Transmembrane protease serine 11B-like protein (EC 3.4.21.-) (Airway trypsin-like protease 5) (Transmembrane protease serine 11B)	Tmprss11b Hatl5 Tmprss11bnl	Mus musculus (Mouse)
Q2KHK6	reviewed	GSDC2_MOUSE	Gasdermin-C2 [Cleaved into: Gasdermin-C2, N-terminal (GSDMC2-NT); Gasdermin-C2, C-terminal (GSDMC2-CT)]	Gsdmc2	Mus musculus (Mouse)
Q2LA85	reviewed	TRML2_MOUSE	Trem-like transcript 2 protein (TLT-2) (Triggering receptor expressed on myeloid cells-like protein 2)	Treml2 Tlt2	Mus musculus (Mouse)
Q2VLH6	reviewed	C163A_MOUSE	Scavenger receptor cysteine-rich type 1 protein M130 (CD antigen CD163) [Cleaved into: Soluble CD163 (sCD163)]	Cd163 M130	Mus musculus (Mouse)
Q32NY4	reviewed	CNNM3_MOUSE	Metal transporter CNNM3 (Ancient conserved domain-containing protein 3) (mACDP3) (Cyclin-M3)	Cnnm3 Acdp3	Mus musculus (Mouse)
Q3KNA1	reviewed	MRGB2_MOUSE	Mas-related G-protein coupled receptor member B2	Mrgprb2 Mrgb2	Mus musculus (Mouse)
Q3LS21	reviewed	KCNK9_MOUSE	Potassium channel subfamily K member 9 (Acid-sensitive potassium channel protein TASK-3) (TWIK-related acid-sensitive K(+) channel 3)	Kcnk9 Task3	Mus musculus (Mouse)
Q3TBD2	reviewed	HMHA1_MOUSE	Rho GTPase-activating protein 45 (Minor histocompatibility protein HA-1)	Arhgap45 Hmha1	Mus musculus (Mouse)
Q3TNL8	reviewed	IPRI_MOUSE	Inositol 1,4,5-trisphosphate receptor-interacting protein	Itprip Kiaa1754	Mus musculus (Mouse)
Q3TR54	reviewed	GSDC4_MOUSE	Gasdermin-C4 [Cleaved into: Gasdermin-C4, N-terminal (GSDMC4-NT); Gasdermin-C4, C-terminal (GSDMC4-CT)]	Gsdmc4	Mus musculus (Mouse)
Q3U128	reviewed	APCD1_MOUSE	Protein APCDD1 (Adenomatosis polyposis coli down-regulated 1 protein homolog)	Apcdd1 Drapc1	Mus musculus (Mouse)
Q3U3D7	reviewed	T131L_MOUSE	Transmembrane protein 131-like	Tmem131l Kiaa0922	Mus musculus (Mouse)
Q3U4N7	reviewed	IGFR1_MOUSE	IGF-like family receptor 1 (Transmembrane protein 149)	Igflr1 Tmem149	Mus musculus (Mouse)
Q3UA37	reviewed	QRIC1_MOUSE	Transcriptional regulator QRICH1 (Glutamine-rich protein 1)	Qrich1	Mus musculus (Mouse)
Q3UDR8	reviewed	YIPF3_MOUSE	Protein YIPF3 (Killer lineage protein 1) (YIP1 family member 3) [Cleaved into: Protein YIPF3, N-terminally processed]	Yipf3 D17Wsu94e Klip1	Mus musculus (Mouse)
Q3UFK8	reviewed	FRMD8_MOUSE	FERM domain-containing protein 8 (iRhom tail-associated protein) (iTAP)	Frmd8	Mus musculus (Mouse)
Q3UG50	reviewed	MRGX2_MOUSE	Mas-related G-protein coupled receptor member X2 (Mas-related G-protein coupled receptor member B10)	Mrgprx2 Mrgprb10	Mus musculus (Mouse)
Q3UGP8	reviewed	AG10B_MOUSE	Putative Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase (EC 2.4.1.256) (Alpha-1,2-glucosyltransferase ALG10-A) (Alpha-2-glucosyltransferase ALG10-B) (Asparagine-linked glycosylation protein 10 homolog B)	Alg10b	Mus musculus (Mouse)
Q3UHL1	reviewed	CAMKV_MOUSE	CaM kinase-like vesicle-associated protein	Camkv	Mus musculus (Mouse)
Q3UJF0	reviewed	GPR55_MOUSE	G-protein coupled receptor 55	Gpr55 Gm218	Mus musculus (Mouse)
Q3UKK2	reviewed	CEAM5_MOUSE	Carcinoembryonic antigen-related cell adhesion molecule 5 (Pregnancy-specific glycoprotein 30)	Ceacam5 Psg30	Mus musculus (Mouse)
Q3UPR7	reviewed	TM102_MOUSE	Transmembrane protein 102	Tmem102	Mus musculus (Mouse)
Q3UU67	reviewed	TRAT1_MOUSE	T-cell receptor-associated transmembrane adapter 1 (T-cell receptor-interacting molecule) (TRIM)	Trat1	Mus musculus (Mouse)
Q3UVY1	reviewed	GP149_MOUSE	Probable G-protein coupled receptor 149 (G-protein coupled receptor PGR10)	Gpr149 Pgr10	Mus musculus (Mouse)
Q3UZP4	reviewed	SVIP_MOUSE	Small VCP/p97-interacting protein	Svip	Mus musculus (Mouse)
Q3V009	reviewed	TMED1_MOUSE	Transmembrane emp24 domain-containing protein 1 (Interleukin-1 receptor-like 1 ligand) (Putative T1/ST2 receptor-binding protein) (p24 family protein gamma-1) (p24gamma1)	Tmed1 Il1rl1l	Mus musculus (Mouse)
Q497L8	reviewed	S22AG_MOUSE	Solute carrier family 22 member 16 (Carnitine transporter 2) (CT2)	Slc22a16	Mus musculus (Mouse)
Q4FZH1	reviewed	EREP1_MOUSE	Endosomal transmembrane epsin interactor 1	Entrep1 Fam189a2 Gm967	Mus musculus (Mouse)
Q504N2	reviewed	S22AF_MOUSE	Solute carrier family 22 member 15	Slc22a15	Mus musculus (Mouse)
Q504P2	reviewed	CL12A_MOUSE	C-type lectin domain family 12 member A (C-type lectin-like molecule 1) (CLL-1) (Myeloid inhibitory C-type lectin-like receptor) (MICL) (CD antigen CD371)	Clec12a Micl	Mus musculus (Mouse)
Q50H33	reviewed	KCTD8_MOUSE	BTB/POZ domain-containing protein KCTD8	Kctd8	Mus musculus (Mouse)
Q566J8	reviewed	COQ8B_MOUSE	Atypical kinase COQ8B, mitochondrial (EC 2.7.-.-) (AarF domain-containing protein kinase 4) (Coenzyme Q protein 8B)	Coq8b Adck4	Mus musculus (Mouse)
Q5DTI8	reviewed	ESYT3_MOUSE	Extended synaptotagmin-3 (E-Syt3)	Esyt3 D9Ertd280e Fam62c Kiaa4186	Mus musculus (Mouse)
Q5DTY9	reviewed	KCD16_MOUSE	BTB/POZ domain-containing protein KCTD16	Kctd16 Gm1267 Kiaa1317	Mus musculus (Mouse)
Q5DU57	reviewed	SPT13_MOUSE	Spermatogenesis-associated protein 13 (APC-stimulated guanine nucleotide exchange factor 2) (Asef2)	Spata13	Mus musculus (Mouse)
Q5F226	reviewed	FAT2_MOUSE	Protocadherin Fat 2 (FAT tumor suppressor homolog 2)	Fat2 Fath2 Kiaa0811	Mus musculus (Mouse)
Q5F259	reviewed	AN13B_MOUSE	Ankyrin repeat domain-containing protein 13B	Ankrd13b	Mus musculus (Mouse)
Q5GH62	reviewed	XKR9_MOUSE	XK-related protein 9 [Cleaved into: XK-related protein 9, processed form]	Xkr9 Gm1620 Xrg9	Mus musculus (Mouse)
Q5NCM1	reviewed	S17A4_MOUSE	Probable small intestine urate exporter (Solute carrier family 17 member 4)	Slc17a4	Mus musculus (Mouse)
Q5QD08	reviewed	TAA7F_MOUSE	Trace amine-associated receptor 7f (TaR-7f) (Trace amine receptor 7f) (mTaar7f)	Taar7f	Mus musculus (Mouse)
Q5QD14	reviewed	TAAR5_MOUSE	Trace amine-associated receptor 5 (TaR-5) (Trace amine receptor 5) (mTaar5) (Trimethylamine receptor)	Taar5 Gm227	Mus musculus (Mouse)
Q5QD16	reviewed	TAAR3_MOUSE	Trace amine-associated receptor 3 (TaR-3) (Trace amine receptor 3) (mTaar3)	Taar3	Mus musculus (Mouse)
Q5SW28	reviewed	PI3R5_MOUSE	Phosphoinositide 3-kinase regulatory subunit 5 (PI3-kinase regulatory subunit 5) (PI3-kinase p101 subunit) (Phosphatidylinositol 4,5-bisphosphate 3-kinase regulatory subunit) (PtdIns-3-kinase regulatory subunit) (PtdIns-3-kinase p101) (p101-PI3K)	Pik3r5	Mus musculus (Mouse)
Q5SZA1	reviewed	NPT3_MOUSE	Sodium-dependent phosphate transport protein 3 (Na(+)/PI cotransporter 3) (Sodium/phosphate cotransporter 3) (Solute carrier family 17 member 2)	Slc17a2 Npt3	Mus musculus (Mouse)
Q5U462	reviewed	CDCP1_MOUSE	CUB domain-containing protein 1 (Membrane glycoprotein gp140) (Transmembrane and associated with src kinases) (CD antigen CD318)	Cdcp1	Mus musculus (Mouse)
Q60891	reviewed	O3A10_MOUSE	Olfactory receptor 3A10 (Odorant receptor M5) (Olfactory receptor 1) (Olfactory receptor 139) (Olfactory receptor 255-2)	Or3a10 Mor255-2 Olfr1 Olfr139	Mus musculus (Mouse)
Q60893	reviewed	OR8A1_MOUSE	Olfactory receptor 8A1 (Odorant receptor M71) (Olfactory receptor 151) (Olfactory receptor 171-2) (Olfactory receptor 7H)	Or8a1 Mor171-2 Olfr151 Olfr7	Mus musculus (Mouse)
Q61041	reviewed	NPY4R_MOUSE	Neuropeptide Y receptor type 4 (NPY4-R) (NPYR-D) (Pancreatic polypeptide receptor 1) (PP1)	Npy4r Ppyr1	Mus musculus (Mouse)
Q61121	reviewed	GPR19_MOUSE	Probable G-protein coupled receptor 19	Gpr19	Mus musculus (Mouse)
Q61125	reviewed	BKRB1_MOUSE	B1 bradykinin receptor (B1R) (BK-1 receptor)	Bdkrb1 Bdkrb	Mus musculus (Mouse)
Q61212	reviewed	NPY6R_MOUSE	Neuropeptide Y receptor type 6 (NPY6-R) (Pancreatic polypeptide receptor 2) (PP2)	Npy6r Npy5r Ppyr2 Y2b	Mus musculus (Mouse)
Q61451	reviewed	CD53_MOUSE	Leukocyte surface antigen CD53 (Cell surface glycoprotein CD53) (CD antigen CD53)	Cd53	Mus musculus (Mouse)
Q61923	reviewed	KCNA6_MOUSE	Potassium voltage-gated channel subfamily A member 6 (MK1.6) (Voltage-gated potassium channel subunit Kv1.6)	Kcna6	Mus musculus (Mouse)
Q61983	reviewed	NPT1_MOUSE	Sodium-dependent phosphate transport protein 1 (Na(+)/PI cotransporter 1) (Renal Na(+)-dependent phosphate cotransporter 1) (Renal sodium-dependent phosphate transport protein 1) (Renal sodium-phosphate transport protein 1) (Sodium/phosphate cotransporter 1) (Solute carrier family 17 member 1)	Slc17a1 Npt1	Mus musculus (Mouse)
Q62314	reviewed	TGON2_MOUSE	Trans-Golgi network integral membrane protein 2 (TGN38B)	Tgoln2 Ttgn2	Mus musculus (Mouse)
Q64326	reviewed	ACTHR_MOUSE	Adrenocorticotropic hormone receptor (ACTH receptor) (ACTH-R) (Adrenocorticotropin receptor) (Melanocortin receptor 2) (MC2-R)	Mc2r Acthr	Mus musculus (Mouse)
Q64389	reviewed	CD52_MOUSE	CAMPATH-1 antigen (Lymphocyte differentiation antigen B7) (CD antigen CD52)	Cd52 Cdw52 Mb7	Mus musculus (Mouse)
Q64448	reviewed	CXA3_MOUSE	Gap junction alpha-3 protein (Connexin-46) (Cx46)	Gja3	Mus musculus (Mouse)
Q68FG0	reviewed	ZC4H2_MOUSE	Zinc finger C4H2 domain-containing protein (Hepatocellular carcinoma-associated antigen 127 homolog)	Zc4h2 Hca127 Kiaa1166	Mus musculus (Mouse)
Q6A0A9	reviewed	F120A_MOUSE	Constitutive coactivator of PPAR-gamma-like protein 1 (Oxidative stress-associated SRC activator) (Protein FAM120A)	FAM120A Kiaa0183 Ossa	Mus musculus (Mouse)
